symbol,timeframe,model,csv_path,result_dir,command,rows,test_rows,prediction_windows,pred_len,pred_step,trade_count,coverage,win_rate,avg_win,avg_loss,win_loss_ratio,profit_factor,cumulative_return,max_drawdown,mean_trade_return,pred_direction_acc,threshold_bps,cost_bps,status
EURUSD,M15,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\EURUSD_M15.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_EURUSD_M15_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id EURUSD_M15_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path EURUSD_M15.csv --features MS --target close --freq 15min --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,728,0.30333333333333334,0.31868131868131866,0.00045844395901261195,0.0004796602125506186,0.9557681604959725,0.44705284926424527,-0.12341399949681242,0.12360739102387619,-0.0001807039380964023,0.5054945054945055,3.0,2.0,ok
EURUSD,H1,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\EURUSD_H1.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_EURUSD_H1_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id EURUSD_H1_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path EURUSD_H1.csv --features MS --target close --freq h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1231,0.5129166666666667,0.3606823720552396,0.0005943616565119406,0.0006479390657240287,0.9173110373392613,0.5175172815484524,-0.2184838364136903,0.22206476594487712,-0.00019986309442202184,0.5069049553208773,3.0,2.0,ok
EURUSD,H4,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\EURUSD_H4.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_EURUSD_H4_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id EURUSD_H4_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path EURUSD_H4.csv --features MS --target close --freq 4h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1876,0.7816666666666666,0.45149253731343286,0.0012971105935484708,0.001408361593280982,0.9210067923867933,0.758107631828585,-0.2982679397715001,0.3118572152941892,-0.0001868610910184305,0.5218550106609808,3.0,2.0,ok
GBPUSD,M15,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\GBPUSD_M15.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_GBPUSD_M15_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id GBPUSD_M15_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path GBPUSD_M15.csv --features MS --target close --freq 15min --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,822,0.3425,0.3491484184914842,0.00047459458487480137,0.0005224913352327631,0.9083300580733566,0.4872723862935577,-0.1337306164377705,0.1337306164377705,-0.00017436036312708063,0.5085158150851582,3.0,2.0,ok
GBPUSD,H1,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\GBPUSD_H1.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_GBPUSD_H1_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id GBPUSD_H1_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path GBPUSD_H1.csv --features MS --target close --freq h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1367,0.5695833333333333,0.3986832479882955,0.0006285874154119015,0.0007319464099353868,0.8587888496746512,0.5693916339083759,-0.2287603091199114,0.23228270177826205,-0.00018952436544798944,0.5223116313094367,3.0,2.0,ok
GBPUSD,H4,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\GBPUSD_H4.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_GBPUSD_H4_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id GBPUSD_H4_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path GBPUSD_H4.csv --features MS --target close --freq 4h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1888,0.7866666666666666,0.4475635593220339,0.001344597455370152,0.0014436335265068062,0.9313980526787197,0.7545842325153577,-0.3114220305656271,0.32331383506907196,-0.00019572294404598554,0.4994703389830508,3.0,2.0,ok
USDJPY,M15,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\USDJPY_M15.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_USDJPY_M15_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id USDJPY_M15_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path USDJPY_M15.csv --features MS --target close --freq 15min --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1042,0.43416666666666665,0.3310940499040307,0.00033576521515375757,0.0004500887560623802,0.7459977851728917,0.3692528491888775,-0.17966048959216563,0.17999147771126445,-0.00018989718209926358,0.5220729366602687,3.0,2.0,ok
USDJPY,H1,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\USDJPY_H1.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_USDJPY_H1_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id USDJPY_H1_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path USDJPY_H1.csv --features MS --target close --freq h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1488,0.62,0.3763440860215054,0.0006338866127535512,0.0007505022558317962,0.8446165322328077,0.5096823901404874,-0.28981560154048625,0.28981560154048625,-0.00022949569238569766,0.49663978494623656,3.0,2.0,ok
USDJPY,H4,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\USDJPY_H4.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_USDJPY_H4_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id USDJPY_H4_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path USDJPY_H4.csv --features MS --target close --freq 4h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,12000,2400,2400,1,0,1992,0.83,0.4784136546184739,0.0016880315383138909,0.0018759383130499592,0.8998331803189393,0.8253522818517316,-0.29299853023271083,0.3151530845507793,-0.00017088647150892053,0.5215863453815262,3.0,2.0,ok
