symbol,timeframe,model,csv_path,result_dir,command,status
GBPUSD,H4,PatchTST,C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib\GBPUSD_H4.csv,D:\python_workspace\Time-Series-Library\results\long_term_forecast_GBPUSD_H4_PatchTST_sl96_pl1_PatchTST_custom_ftMS_sl96_ll48_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_quant_0,D:\python_workspace\Quant\.venv\liangwen2\Scripts\python.exe run.py --task_name long_term_forecast --is_training 1 --model_id GBPUSD_H4_PatchTST_sl96_pl1 --model PatchTST --data custom --root_path C:\Users\29083\AppData\Roaming\MetaQuotes\Terminal\Common\Files\tslib --data_path GBPUSD_H4.csv --features MS --target close --freq 4h --seq_len 96 --label_len 48 --pred_len 1 --enc_in 12 --dec_in 12 --c_out 12 --d_model 64 --n_heads 4 --e_layers 2 --d_layers 1 --d_ff 128 --factor 1 --expand 2 --d_conv 4 --embed timeF --train_epochs 3 --batch_size 64 --learning_rate 0.0001 --num_workers 0 --des quant --itr 1 --inverse --gpu 0 --gpu_type cuda,"failed:Command '['D:\\python_workspace\\Quant\\.venv\\liangwen2\\Scripts\\python.exe', 'run.py', '--task_name', 'long_term_forecast', '--is_training', '1', '--model_id', 'GBPUSD_H4_PatchTST_sl96_pl1', '--model', 'PatchTST', '--data', 'custom', '--root_path', 'C:\\Users\\29083\\AppData\\Roaming\\MetaQuotes\\Terminal\\Common\\Files\\tslib', '--data_path', 'GBPUSD_H4.csv', '--features', 'MS', '--target', 'close', '--freq', '4h', '--seq_len', '96', '--label_len', '48', '--pred_len', '1', '--enc_in', '12', '--dec_in', '12', '--c_out', '12', '--d_model', '64', '--n_heads', '4', '--e_layers', '2', '--d_layers', '1', '--d_ff', '128', '--factor', '1', '--expand', '2', '--d_conv', '4', '--embed', 'timeF', '--train_epochs', '3', '--batch_size', '64', '--learning_rate', '0.0001', '--num_workers', '0', '--des', 'quant', '--itr', '1', '--inverse', '--gpu', '0', '--gpu_type', 'cuda']' returned non-zero exit status 1."
